swadesh.language,swadesh.english,HScollapsed,poabodypartmerge,swadesh.twohands,swadesh.pmv
Chinese,dance,y1,Horizontal,true,Y_down
Chinese,day,y4,Hand,false,Y_down
Chinese,die,y1,Vertical,false,Y_down
Chinese,dog,y4,Horizontal,true,Y_down
Chinese,dust,n2,Head,false,Y_down
Chinese,earth,n1,Horizontal,false,Y_down
Chinese,egg,y2,Lateral,true,UNDEF
Chinese,father,y0,Head,false,Z_back
Chinese,feather,n4,Hand,false,X_right
Chinese,fire,y4,Vertical,true,Y_up
Chinese,fish,n4,Horizontal,false,UNDEF
Chinese,flower,y4,Horizontal,false,UNDEF
Chinese,full,n4,Head,false,Y_up
Chinese,good,y0,Vertical,false,Z_front
Chinese,grass,y4,Lateral,true,Y_up
Chinese,grease,y0,Head,false,Z_back
Chinese,green,y4,Hand,false,Y_up
Chinese,heavy,y4,Horizontal,true,Y_down
Chinese,how,y4,Horizontal,true,UNDEF
Chinese,husband,y0,Lateral,true,UNDEF
Chinese,ice,y4,Vertical,true,X_left
Chinese,if,n4,Head,true,Y_down
Chinese,kill,y4,Hand,false,X_right
Chinese,laugh,y1,Head,false,Y_down
Chinese,leaf,y4,Hand,false,Y_up
Chinese,lie,y4,Head,false,UNDEF
Chinese,live,n1,Vertical,false,Y_up
Chinese,long,y1,Hand,false,X_right
Chinese,look_for,n2,Vertical,false,X_right
Chinese,man,y4,Head,false,UNDEF
Chinese,meat,y0,Horizontal,true,Y_down
Chinese,moon,y1,Vertical,true,Y_down
Chinese,mother,n1,Head,false,Z_back
Chinese,mountain,y2,Vertical,false,Z_front
Chinese,name,n1,Hand,false,Y_down
Chinese,narrow,y4,Lateral,true,X_left
Chinese,new,y0,Hand,false,X_right
Chinese,night,y4,Head,false,Y_down
Chinese,not,n4,Vertical,false,UNDEF
Chinese,old,y4,Head,false,Y_down
Chinese,other,n1,Horizontal,false,X_right
Chinese,pig,y4,Head,false,UNDEF
Chinese,play,n4,Vertical,true,Y_up
Chinese,rain,y4,Horizontal,true,Y_down
Chinese,red,n2,Head,false,Z_back
Chinese,river,y4,Horizontal,true,Z_front
Chinese,salt,y1,Hand,false,Y_down
Chinese,sea,y4,Horizontal,true,X_right
Chinese,sharp,y1,Hand,false,X_right
Chinese,short,n4,Lateral,true,X_right
Chinese,singing,y1,Hand,false,Z_front
Chinese,sister,n1,Head,false,Z_back
Chinese,sit,y1,Hand,false,Y_down
Chinese,smooth,y4,Hand,false,Z_front
Chinese,snake,n2,Head,false,UNDEF
Chinese,snow,y4,Horizontal,true,Y_down
Chinese,stand,n2,Hand,false,Y_down
Chinese,star,y1,Vertical,false,X_right
Chinese,stone,n2,Hand,false,UNDEF
Chinese,string,y1,Lateral,true,X_right
Chinese,sun,y1,Vertical,true,X_right
Chinese,tail,n1,Hand,false,UNDEF
Chinese,thin,y4,Head,false,Y_down
Chinese,tree,y1,Lateral,true,Y_up
Chinese,vomit,n4,Head,false,Z_front
Chinese,warm,y4,Horizontal,true,Y_up
Chinese,water,n1,Head,false,Z_back
Chinese,wet,n2,Vertical,false,Z_front
Chinese,what,n1,Vertical,false,UNDEF
Chinese,when,y1,Vertical,false,UNDEF
Chinese,where,y1,Horizontal,false,X_right
Chinese,white,y4,Hand,false,Z_front
Chinese,who,n1,Vertical,false,UNDEF
Chinese,wide,y4,Lateral,true,X_right
Chinese,wife,y0,Lateral,true,UNDEF
Chinese,wind,n4,Lateral,true,X_left
Chinese,with,n4,Lateral,true,X_left
Chinese,woman,y1,Head,false,Z_back
Chinese,wood,y1,Horizontal,true,Z_front
Chinese,work,n0,Hand,false,Y_down
Chinese,worm,n1,Horizontal,false,X_left
Chinese,year,n1,Hand,false,Y_down
Chinese,yellow,n2,Head,false,Y_down
Hongkong,all,y4,Lateral,true,Y_down
Hongkong,animal,y4,Horizontal,true,Z_back
Hongkong,bad,n1,Vertical,false,Z_front
Hongkong,because,y4,Hand,false,UNDEF
Hongkong,bird,y1,Head,false,UNDEF
Hongkong,black,n1,Head,false,Y_down
Hongkong,blood,n1,Head,false,Y_down
Hongkong,boring,y4,Torso,false,Y_down
Hongkong,bug,n1,Horizontal,false,Z_front
Hongkong,cat,y4,Head,true,X_right
Hongkong,child,y4,Horizontal,false,X_right
Hongkong,correct,n2,Vertical,false,UNDEF
Hongkong,dance,n2,Hand,false,UNDEF
Hongkong,die,y4,Vertical,true,Y_down
Hongkong,dirty,y1,Vertical,false,UNDEF
Hongkong,dog,y4,Horizontal,true,Y_down
Hongkong,dry,y4,Hand,false,Z_front
Hongkong,earth,y4,Vertical,false,UNDEF
Hongkong,egg,y1,Horizontal,true,UNDEF
Hongkong,father,y0,Head,false,Z_back
Hongkong,feather,y4,Hand,false,X_right
Hongkong,fire,y4,Horizontal,true,Y_up
Hongkong,fish,y4,Hand,false,UNDEF
Hongkong,flower,y4,Horizontal,false,UNDEF
Hongkong,full,y4,Torso,false,Z_back
Hongkong,good,y0,Vertical,false,Z_front
Hongkong,grass,n2,Vertical,true,UNDEF
Hongkong,green,n2,Vertical,false,UNDEF
Hongkong,heavy,y4,Horizontal,true,Y_down
Hongkong,how,y4,Horizontal,true,UNDEF
Hongkong,husband,y0,Lateral,true,UNDEF
Hongkong,if,n4,Head,false,UNDEF
Hongkong,leaf,y4,Hand,false,Y_up
Hongkong,lie,n4,Head,false,UNDEF
Hongkong,live,n4,Lateral,true,Y_up
Hongkong,long,n1,Lateral,true,X_right
Hongkong,look_for,n2,Head,false,Y_down
Hongkong,man,y4,Head,false,UNDEF
Hongkong,moon,y1,Vertical,true,Y_down
Hongkong,mother,n1,Head,false,Z_back
Hongkong,mountain,n4,Horizontal,false,X_right
Hongkong,name,n1,Hand,false,UNDEF
Hongkong,narrow,y4,Lateral,true,X_left
Hongkong,new,y1,Head,false,Z_front
Hongkong,night,y4,Head,false,Y_down
Hongkong,not,y4,Vertical,false,X_right
Hongkong,old,y0,Head,false,Y_down
Hongkong,other,n1,Horizontal,false,UNDEF
Hongkong,pig,y4,Head,false,Z_back
Hongkong,play,y4,Hand,true,Z_back
Hongkong,rain,y4,Horizontal,true,Y_down
Hongkong,red,n1,Head,false,Y_down
Hongkong,river,n3,Vertical,false,Y_down
Hongkong,salt,y4,Head,false,UNDEF
Hongkong,sea,y4,Horizontal,true,X_right
Hongkong,sharp,n1,Vertical,true,X_left
Hongkong,short,n1,Lateral,true,X_left
Hongkong,singing,n0,Head,false,X_left
Hongkong,sister,n1,Head,false,Z_back
Hongkong,sit,y1,Hand,false,Y_down
Hongkong,snake,n2,Head,false,UNDEF
Hongkong,snow,n4,Head,false,Z_back
Hongkong,stand,y1,Hand,false,Y_down
Hongkong,star,y1,Vertical,true,Y_down
Hongkong,stone,n2,Head,false,Z_back
Hongkong,sun,y4,Head,false,Z_back
Hongkong,thin,y4,Head,false,Y_down
Hongkong,tree,y1,Lateral,true,Y_up
Hongkong,vomit,y4,Head,false,Z_front
Hongkong,warm,y4,Hand,true,UNDEF
Hongkong,water,n3,Vertical,false,Y_down
Hongkong,wet,y4,Vertical,false,X_right
Hongkong,what,n1,Vertical,false,UNDEF
Hongkong,where,y1,Hand,false,Y_down
Hongkong,white,y4,Vertical,false,UNDEF
Hongkong,who,n1,Head,false,Y_down
Hongkong,wide,n0,Vertical,true,X_right
Hongkong,wife,y0,Lateral,true,UNDEF
Hongkong,wind,n4,Lateral,false,X_left
Hongkong,woman,y1,Head,false,Z_back
Hongkong,wood,n1,Hand,false,X_right
Hongkong,work,n0,Hand,false,Y_down
Hongkong,year,y4,Hand,false,Y_down
Hongkong,yellow,y4,Horizontal,false,UNDEF
Taiwan,all,y4,Lateral,true,Y_down
Taiwan,animal,n0,Horizontal,true,Z_front
Taiwan,bad,n0,Head,false,X_left
Taiwan,because,y1,Horizontal,true,Y_down
Taiwan,bird,y1,Head,true,UNDEF
Taiwan,black,y4,Head,false,Y_down
Taiwan,blood,y0,Hand,false,Y_down
Taiwan,boring,y4,Torso,false,Y_down
Taiwan,bug,n1,Horizontal,false,X_left
Taiwan,cat,y1,Head,true,Y_down
Taiwan,child,y4,Vertical,true,UNDEF
Taiwan,correct,n1,Hand,false,Y_down
Taiwan,count,y4,Hand,false,UNDEF
Taiwan,dance,y4,Vertical,true,UNDEF
Taiwan,day,n1,Head,false,Z_back
Taiwan,die,y4,Hand,false,UNDEF
Taiwan,dirty,n1,Head,false,Y_up
Taiwan,dog,y4,Head,true,UNDEF
Taiwan,dry,y4,Hand,false,Y_down
Taiwan,earth,y4,Lateral,true,UNDEF
Taiwan,egg,y4,Lateral,true,UNDEF
Taiwan,father,y1,Head,false,Z_front
Taiwan,fire,y4,Horizontal,true,Y_up
Taiwan,fish,y4,Horizontal,false,X_left
Taiwan,flower,y4,Horizontal,false,Y_up
Taiwan,full,y4,Hand,false,X_right
Taiwan,good,n0,Head,false,Z_back
Taiwan,grass,y4,Vertical,false,X_right
Taiwan,green,n1,Head,false,UNDEF
Taiwan,heavy,y4,Horizontal,true,Y_down
Taiwan,how,n1,Vertical,false,UNDEF
Taiwan,husband,n1,Lateral,true,X_left
Taiwan,ice,n1,Head,false,X_left
Taiwan,if,n4,Head,false,Y_down
Taiwan,kill,y4,Hand,false,Z_front
Taiwan,laugh,y1,Head,false,Z_back
Taiwan,leaf,n1,Hand,false,UNDEF
Taiwan,lie,y1,Head,false,UNDEF
Taiwan,live,n0,Head,true,Z_back
Taiwan,long,y1,Lateral,true,X_right
Taiwan,look_for,y1,Head,false,Y_down
Taiwan,man,y0,Lateral,false,X_left
Taiwan,meat,y1,Hand,false,Y_down
Taiwan,moon,y1,Vertical,false,Y_down
Taiwan,mother,n2,Head,false,Z_back
Taiwan,mountain,y4,Horizontal,false,X_right
Taiwan,name,y0,Hand,false,X_left
Taiwan,narrow,y4,Lateral,true,X_left
Taiwan,new,y4,Vertical,false,Y_down
Taiwan,night,y4,Vertical,true,Y_down
Taiwan,not,y4,Vertical,false,X_right
Taiwan,old,y4,Head,false,Y_down
Taiwan,other,n4,Hand,false,X_right
Taiwan,pig,y1,Head,false,Z_back
Taiwan,play,n1,Vertical,true,UNDEF
Taiwan,rain,y4,Horizontal,true,Y_down
Taiwan,red,n1,Head,false,Y_down
Taiwan,river,y4,Arm,false,X_right
Taiwan,salt,y1,Head,false,Z_back
Taiwan,sea,y1,Head,false,Z_back
Taiwan,short,y1,Lateral,true,X_left
Taiwan,singing,y4,Head,false,X_right
Taiwan,sit,n2,Hand,false,Y_down
Taiwan,snake,n2,Head,false,Z_front
Taiwan,snow,y4,Vertical,true,Y_down
Taiwan,stand,n2,Hand,false,Y_down
Taiwan,star,y4,Horizontal,true,X_left
Taiwan,stone,y4,Head,false,Z_back
Taiwan,sun,y4,Head,false,UNDEF
Taiwan,tail,n1,Arm,false,UNDEF
Taiwan,thin,n3,Lateral,true,X_right
Taiwan,tree,y4,Hand,false,UNDEF
Taiwan,vomit,y4,Hand,false,Z_front
Taiwan,warm,n4,Torso,true,Y_up
Taiwan,water,y4,Horizontal,false,UNDEF
Taiwan,what,n1,Vertical,false,UNDEF
Taiwan,where,n1,Vertical,false,UNDEF
Taiwan,white,n1,Head,false,Z_back
Taiwan,who,n4,Head,false,Z_back
Taiwan,wife,n1,Hand,false,X_left
Taiwan,wind,y4,Lateral,true,Y_down
Taiwan,woman,n1,Vertical,false,X_left
Taiwan,wood,y0,Hand,false,Z_front
Taiwan,work,n0,Hand,false,Y_down
Taiwan,year,n1,Hand,false,Y_down
Taiwan,yellow,y1,Head,false,UNDEF
NewZealand,all,n4,Lateral,false,X_left
NewZealand,animal,y4,Horizontal,true,Y_down
NewZealand,bad,n1,Vertical,false,Z_front
NewZealand,because,y1,Hand,false,Y_down
NewZealand,bird,y1,Head,false,UNDEF
NewZealand,black,y0,Head,false,Z_front
NewZealand,blood,y4,Arm,false,X_right
NewZealand,boring,y4,Head,false,Z_back
NewZealand,brother,y0,Lateral,true,Z_front
NewZealand,bug,y4,Horizontal,false,X_left
NewZealand,cat,y1,Head,true,X_right
NewZealand,child,n4,Horizontal,false,Y_down
NewZealand,correct,y0,Vertical,false,Z_front
NewZealand,count,y4,Vertical,true,X_right
NewZealand,dance,n2,Horizontal,true,UNDEF
NewZealand,day,y0,Head,false,Z_back
NewZealand,die,y4,Horizontal,true,UNDEF
NewZealand,dirty,y4,Hand,false,Z_front
NewZealand,dog,n4,Horizontal,true,Y_down
NewZealand,dry,y4,Vertical,true,X_right
NewZealand,dust,y4,Horizontal,true,X_right
NewZealand,earth,y4,Lateral,true,Y_down
NewZealand,egg,n1,Hand,false,UNDEF
NewZealand,father,y1,Head,false,Z_back
NewZealand,feather,y1,Horizontal,false,Y_down
NewZealand,fire,y4,Horizontal,true,Y_up
NewZealand,fish,y4,Horizontal,false,X_left
NewZealand,flower,n0,Head,false,Z_back
NewZealand,full,n4,Head,false,Y_up
NewZealand,good,y0,Vertical,false,Z_front
NewZealand,grass,y4,Vertical,true,X_right
NewZealand,grease,y4,Horizontal,true,UNDEF
NewZealand,green,y4,Hand,false,Z_back
NewZealand,heavy,y4,Horizontal,true,Y_down
NewZealand,how,y4,Horizontal,true,UNDEF
NewZealand,husband,y1,Hand,false,X_left
NewZealand,ice,y4,Horizontal,true,Z_back
NewZealand,if,y0,Head,false,Z_front
NewZealand,kill,y0,Hand,false,X_right
NewZealand,laugh,y1,Head,false,X_left
NewZealand,leaf,y1,Lateral,true,X_right
NewZealand,lie,n1,Head,false,X_right
NewZealand,live,y4,Hand,false,Y_down
NewZealand,long,y4,Lateral,true,X_right
NewZealand,look_for,n1,Head,false,Z_front
NewZealand,man,n0,Head,false,Y_down
NewZealand,meat,y0,Hand,false,Z_back
NewZealand,moon,y1,Vertical,false,Y_down
NewZealand,mother,n3,Hand,false,Y_down
NewZealand,mountain,n4,Horizontal,false,Y_up
NewZealand,name,n2,Head,false,UNDEF
NewZealand,narrow,y4,Lateral,true,X_left
NewZealand,new,n4,Hand,false,Y_up
NewZealand,night,y4,Head,true,Y_down
NewZealand,not,y1,Vertical,false,X_right
NewZealand,old,y1,Head,false,Y_down
NewZealand,other,n1,Horizontal,false,Y_up
NewZealand,person,y1,Horizontal,false,Y_down
NewZealand,pig,n0,Head,false,Y_down
NewZealand,play,n4,Horizontal,true,Y_up
NewZealand,rain,n4,Horizontal,true,UNDEF
NewZealand,red,n1,Head,false,UNDEF
NewZealand,river,y1,Horizontal,false,Z_front
NewZealand,salt,y4,Lateral,false,X_left
NewZealand,sea,y4,Horizontal,true,X_right
NewZealand,sharp,n1,Hand,false,X_right
NewZealand,short,y4,Lateral,true,X_left
NewZealand,singing,n2,Head,false,Y_up
NewZealand,sister,y1,Head,false,Z_back
NewZealand,sit,y0,Horizontal,true,Y_down
NewZealand,smooth,y4,Hand,false,Z_front
NewZealand,snake,y2,Head,false,Z_front
NewZealand,snow,y2,Head,false,Z_front
NewZealand,stand,n2,Hand,false,Y_down
NewZealand,star,n1,Head,false,UNDEF
NewZealand,stone,y1,Vertical,false,Z_front
NewZealand,string,y1,Lateral,true,X_right
NewZealand,sun,y4,Head,false,Z_back
NewZealand,tail,y1,Hand,false,Y_up
NewZealand,thin,y1,Lateral,true,X_right
NewZealand,tree,y4,Lateral,false,UNDEF
NewZealand,vomit,n0,Head,false,Y_down
NewZealand,warm,y4,Head,false,UNDEF
NewZealand,water,y1,Head,false,Y_down
NewZealand,wet,y4,Horizontal,true,UNDEF
NewZealand,what,n1,Vertical,false,UNDEF
NewZealand,when,y4,Head,false,UNDEF
NewZealand,where,y4,Horizontal,true,X_right
NewZealand,white,y1,Hand,false,UNDEF
NewZealand,who,n1,Vertical,false,Z_back
NewZealand,wide,y4,Lateral,true,X_right
NewZealand,wife,y1,Hand,false,X_left
NewZealand,wind,y4,Horizontal,false,X_left
NewZealand,with,y4,Horizontal,true,UNDEF
NewZealand,woman,y4,Hand,false,UNDEF
NewZealand,wood,y4,Lateral,true,X_right
NewZealand,work,n4,Hand,false,Y_down
NewZealand,worm,n1,Horizontal,false,X_left
NewZealand,year,n1,Horizontal,true,Y_down
NewZealand,yellow,y1,Head,false,UNDEF
AllMissing,all,,,,
AllMissing,animal,,,,
AllMissing,bad,,,,
AllMissing,because,,,,
AllMissing,bird,,,,
AllMissing,black,,,,
AllMissing,blood,,,,
AllMissing,boring,,,,
AllMissing,brother,,,,
AllMissing,bug,,,,
AllMissing,cat,,,,
AllMissing,child,,,,
AllMissing,correct,,,,
AllMissing,count,,,,
AllMissing,dance,,,,
AllMissing,day,,,,
AllMissing,die,,,,
AllMissing,dirty,,,,
AllMissing,dog,,,,
AllMissing,dry,,,,
AllMissing,dust,,,,
AllMissing,earth,,,,
AllMissing,egg,,,,
AllMissing,father,,,,
AllMissing,feather,,,,
AllMissing,fire,,,,
AllMissing,fish,,,,
AllMissing,flower,,,,
AllMissing,full,,,,
AllMissing,good,,,,
AllMissing,grass,,,,
AllMissing,grease,,,,
AllMissing,green,,,,
AllMissing,heavy,,,,
AllMissing,how,,,,
AllMissing,husband,,,,
AllMissing,ice,,,,
AllMissing,if,,,,
AllMissing,kill,,,,
AllMissing,laugh,,,,
AllMissing,leaf,,,,
AllMissing,lie,,,,
AllMissing,live,,,,
AllMissing,long,,,,
AllMissing,look_for,,,,
AllMissing,man,,,,
AllMissing,meat,,,,
AllMissing,moon,,,,
AllMissing,mother,,,,
AllMissing,mountain,,,,
AllMissing,name,,,,
AllMissing,narrow,,,,
AllMissing,new,,,,
AllMissing,night,,,,
AllMissing,not,,,,
AllMissing,old,,,,
AllMissing,other,,,,
AllMissing,person,,,,
AllMissing,pig,,,,
AllMissing,play,,,,
AllMissing,rain,,,,
AllMissing,red,,,,
AllMissing,river,,,,
AllMissing,salt,,,,
AllMissing,sea,,,,
AllMissing,sharp,,,,
AllMissing,short,,,,
AllMissing,singing,,,,
AllMissing,sister,,,,
AllMissing,sit,,,,
AllMissing,smooth,,,,
AllMissing,snake,,,,
AllMissing,snow,,,,
AllMissing,stand,,,,
AllMissing,star,,,,
AllMissing,stone,,,,
AllMissing,string,,,,
AllMissing,sun,,,,
AllMissing,tail,,,,
AllMissing,thin,,,,
AllMissing,tree,,,,
AllMissing,vomit,,,,
AllMissing,warm,,,,
AllMissing,water,,,,
AllMissing,wet,,,,
AllMissing,what,,,,
AllMissing,when,,,,
AllMissing,where,,,,
AllMissing,white,,,,
AllMissing,who,,,,
AllMissing,wide,,,,
AllMissing,wife,,,,
AllMissing,wind,,,,
AllMissing,with,,,,
AllMissing,woman,,,,
AllMissing,wood,,,,
AllMissing,work,,,,
AllMissing,worm,,,,
AllMissing,year,,,,
AllMissing,yellow,,,,
